"Date","Price","Open","High","Low","Vol.","Change %"
"Jun 01, 2018","0.62113","0.61098","0.62359","0.60186","132.40M","1.65%"
"May 31, 2018","0.61103","0.59410","0.62103","0.58663","123.38M","2.90%"
"May 30, 2018","0.59379","0.59939","0.62551","0.57856","132.83M","-0.93%"
"May 29, 2018","0.59936","0.54760","0.60883","0.54440","155.95M","9.45%"
"May 28, 2018","0.54761","0.60466","0.60749","0.54605","158.34M","-9.43%"
"May 27, 2018","0.60463","0.60877","0.61190","0.59880","95.15M","-0.68%"
"May 26, 2018","0.60878","0.60564","0.62475","0.59893","99.11M","0.52%"
"May 25, 2018","0.60564","0.62894","0.63301","0.59480","134.70M","-3.74%"
"May 24, 2018","0.62915","0.59126","0.63731","0.57783","183.31M","6.41%"
"May 23, 2018","0.59126","0.63847","0.64400","0.57519","224.04M","-7.40%"
"May 22, 2018","0.63851","0.67578","0.67763","0.63621","72.67M","-5.52%"
"May 21, 2018","0.67578","0.69845","0.70242","0.67253","61.51M","-3.25%"
"May 20, 2018","0.69845","0.67391","0.70467","0.66791","84.06M","3.64%"
"May 19, 2018","0.67391","0.67855","0.68860","0.65839","101.52M","-0.68%"
"May 18, 2018","0.67850","0.66300","0.68382","0.64736","170.82M","2.34%"
"May 17, 2018","0.66298","0.70750","0.70982","0.65450","145.73M","-6.29%"
"May 16, 2018","0.70749","0.68506","0.70793","0.65599","143.62M","3.27%"
"May 15, 2018","0.68507","0.72724","0.74740","0.68162","155.59M","-5.80%"
"May 14, 2018","0.72724","0.72910","0.74849","0.68922","217.02M","-0.26%"
"May 13, 2018","0.72912","0.68498","0.74949","0.66425","179.64M","6.73%"
"May 12, 2018","0.68317","0.67679","0.70823","0.62305","205.21M","0.95%"
"May 11, 2018","0.67671","0.74976","0.75267","0.64999","352.32M","-9.75%"
"May 10, 2018","0.74978","0.79036","0.80338","0.74358","139.52M","-5.15%"
"May 09, 2018","0.79047","0.80674","0.81609","0.76064","162.23M","-2.03%"
"May 08, 2018","0.80689","0.83242","0.83478","0.79285","138.45M","-2.91%"
"May 07, 2018","0.83106","0.86375","0.86544","0.80068","161.24M","-3.79%"
"May 06, 2018","0.86378","0.90138","0.91754","0.84293","142.94M","-4.15%"
"May 05, 2018","0.90121","0.88948","0.92955","0.88819","165.50M","1.29%"
"May 04, 2018","0.88970","0.88045","0.93050","0.85936","223.38M","1.02%"
"May 03, 2018","0.88075","0.85924","0.89279","0.84174","176.44M","2.51%"
"May 02, 2018","0.85921","0.83491","0.86546","0.82433","136.85M","2.91%"
"May 01, 2018","0.83491","0.83143","0.83752","0.78255","139.31M","0.43%"
"Apr 30, 2018","0.83137","0.86843","0.87462","0.82017","136.57M","-4.20%"
"Apr 29, 2018","0.86782","0.86295","0.90860","0.82577","185.66M","0.57%"
"Apr 28, 2018","0.86288","0.80824","0.88902","0.80498","184.40M","6.75%"
"Apr 27, 2018","0.80831","0.84728","0.86047","0.80646","175.74M","-4.75%"
"Apr 26, 2018","0.84858","0.79496","0.87556","0.76296","243.03M","6.74%"
"Apr 25, 2018","0.79500","0.92102","0.92557","0.67787","392.01M","-13.77%"
